_from,to,category,score,normalized_score
digital,atraer,tech,1,0.0
digital,detallar,tech,1,0.0
digital,hallazgo,tech,2,0.010201416118541534
digital,ofertar,tech,3,0.020402832237083064
digital,paquete,tech,2,0.010201416118541534
digital,postmortem,tech,3,0.020402832237083064
digital,sano,tech,3,0.020402832237083064
digital,turistico,tech,1,0.0
digitales,derecho,tech,1,0.0
digitales,explicar,tech,3,0.020402832237083064
digitales,marcha,tech,2,0.010201416118541534
digitales,recientemente,tech,3,0.020402832237083064
digitales,usuario,tech,2,0.010201416118541534
digitalmente,atra,tech,2,0.010201416118541534
digitalmente,estandar,tech,1,0.0
digitalmente,muerto,tech,3,0.020402832237083064
digitalmente,quedar,tech,3,0.020402832237083064
dignidad,derecho,tech,1,0.0
dignidad,desarrollo,tech,2,0.010201416118541534
dignidad,difunto,tech,6,0.051007080592707664
dignidad,proteger,tech,2,0.010201416118541534
dignidad,sistema,tech,1,0.0
dilema,dato,tech,2,0.010201416118541534
dilema,proteccion,tech,3,0.020402832237083064
dimension,mm,tech,1,0.0
dimension,x,tech,5,0.040805664474166135
dinamica,confinamiento,politic,3,0.07398203522467027
dinamica,corredor,politic,1,0.017859734329195735
dinamica,crimen,tech,2,0.010201416118541534
dinamica,grupo,tech,1,0.0
dinamica,principalmente,politic,2,0.045920884776933006
dinamica,repugnante,tech,3,0.020402832237083064
dinamicamente,color,tech,1,0.0
dinamicamente,modificar,tech,3,0.020402832237083064
dinamicamente,temperatura,tech,2,0.010201416118541534
dinamico,banco,tech,1,0.0
dinamico,cambiar,tech,3,0.020402832237083064
dinamico,codigo,tech,1,0.0
dinamico,depender,tech,2,0.010201416118541534
dinamico,dispositivo,tech,1,0.0
dinamico,nunca,tech,3,0.020402832237083064
dinamico,optar,tech,2,0.010201416118541534
dinamico,requerir,tech,2,0.010201416118541534
dinamico,usuario,tech,3,0.020402832237083064
dinero,balance,politic,2,0.045920884776933006
dinero,cambio,politic,1,0.017859734329195735
dinero,comprar,politic,3,0.07398203522467027
dinero,comprar,tech,3,0.020402832237083064
dinero,desviar,politic,2,0.045920884776933006
dinero,pagar,politic,1,0.017859734329195735
dinero,platillo,politic,3,0.07398203522467027
dinero,privado,politic,2,0.045920884776933006
dinero,publico,politic,3,0.07398203522467027
dinero,ungrd,politic,3,0.07398203522467027
diplomatico,apoyo,politic,1,0.017859734329195735
diplomatico,declaracion,politic,2,0.045920884776933006
diplomatico,enorme,politic,2,0.045920884776933006
diplomatico,israel,politic,3,0.07398203522467027
diplomatico,lider,politic,1,0.017859734329195735
diplomatico,ligereza,politic,3,0.07398203522467027
diplomatico,perder,politic,3,0.07398203522467027
direccion,anunciar,politic,1,0.017859734329195735
direccion,codigo,tech,3,0.020402832237083064
direccion,dato,tech,1,0.0
direccion,difundido,politic,1,0.017859734329195735
direccion,dni,politic,1,0.017859734329195735
direccion,guerrilla,politic,4,0.10204318567240755
direccion,inteligencia,politic,2,0.045920884776933006
direccion,ip,tech,3,0.020402832237083064
direccion,nacional,politic,9,0.24234893791109385
direccion,postal,tech,2,0.010201416118541534
direccion,tecno,tech,2,0.010201416118541534
direccion,xplora,tech,1,0.0
directamente,aplicacion,tech,6,0.051007080592707664
directamente,apple,tech,1,0.0
directamente,comun,tech,1,0.0
directamente,correo,tech,2,0.010201416118541534
directamente,cristal,tech,3,0.020402832237083064
directamente,cuestionar,politic,1,0.017859734329195735
directamente,electronico,tech,1,0.0
directamente,eliminar,tech,1,0.0
directamente,establecido,tech,2,0.010201416118541534
directamente,explicado,tech,2,0.010201416118541534
directamente,gafa,tech,4,0.0306042483556246
directamente,gigante,tech,3,0.020402832237083064
directamente,historico,politic,2,0.045920884776933006
directamente,lent,tech,4,0.0306042483556246
directamente,mundo,tech,3,0.020402832237083064
directamente,observador,tech,2,0.010201416118541534
directamente,ojo,tech,3,0.020402832237083064
directamente,pacto,politic,3,0.07398203522467027
directamente,pagina,tech,1,0.0
directamente,plataforma,tech,6,0.051007080592707664
directamente,real,tech,2,0.010201416118541534
directamente,reunion,tech,2,0.010201416118541534
directamente,streaming,tech,2,0.010201416118541534
directamente,virtual,tech,1,0.0
directamente,whatsapp,tech,3,0.020402832237083064
directamente,youtube,tech,1,0.0
directo,dm,tech,3,0.020402832237083064
directo,frente,tech,3,0.020402832237083064
directo,funcionario,politic,3,0.07398203522467027
directo,generacion,tech,1,0.0
directo,llegar,tech,2,0.010201416118541534
directo,miembro,politic,1,0.017859734329195735
directo,modelo,tech,2,0.010201416118541534
directo,nostalgia,tech,3,0.020402832237083064
directo,oacp,politic,2,0.045920884776933006
directo,pasar,tech,2,0.010201416118541534
directo,red,tech,1,0.0
directo,tecnologia,tech,1,0.0
directo,tiempo,tech,3,0.020402832237083064
director,codhes,politic,3,0.07398203522467027
director,colombia,tech,1,0.0
director,consultoria,politic,3,0.07398203522467027
director,derechos,politic,2,0.045920884776933006
director,desplazamiento,politic,1,0.017859734329195735
director,ejecutivo,tech,3,0.020402832237083064
director,estrategia,tech,2,0.010201416118541534
director,global,tech,3,0.020402832237083064
director,humanos,politic,1,0.017859734329195735
director,inflection,tech,1,0.0
director,marketing,tech,1,0.0
director,moviles,tech,3,0.020402832237083064
director,politica,politic,3,0.07398203522467027
director,publica,politic,2,0.045920884776933006
director,samsung,tech,2,0.010201416118541534
director,startup,tech,2,0.010201416118541534
directora,compartio,tech,1,0.0
directora,ejecutivo,tech,3,0.020402832237083064
directora,x,tech,2,0.010201416118541534
directorio,aplicacion,tech,2,0.010201416118541534
directorio,dato,tech,3,0.020402832237083064
directorio,escenario,tech,1,0.0
directorio,inicio,tech,3,0.020402832237083064
directorio,tal,tech,2,0.010201416118541534
dirigir,configuracion,tech,3,0.020402832237083064
dirigir,desactivar,tech,1,0.0
dirigir,directamente,politic,3,0.07398203522467027
dirigir,dispositivo,tech,2,0.010201416118541534
dirigir,encuesta,politic,3,0.07398203522467027
dirigir,historico,politic,1,0.017859734329195735
dirigir,hogar,politic,1,0.017859734329195735
dirigir,menu,tech,3,0.020402832237083064
dirigir,navegador,tech,2,0.010201416118541534
dirigir,oficial,tech,1,0.0
dirigir,pacto,politic,2,0.045920884776933006
dirigir,predeterminado,tech,1,0.0
dirigir,sitio,tech,3,0.020402832237083064
dirigir,visitar,politic,2,0.045920884776933006
dirigir,web,tech,2,0.010201416118541534
dirijasar,finalmente,tech,1,0.0
dirijasar,informacion,tech,3,0.020402832237083064
dirijasar,telefono,tech,2,0.010201416118541534
dirty,corriente,tech,2,0.010201416118541534
dirty,stream,tech,3,0.020402832237083064
dirty,sucio,tech,1,0.0
disciplina,desvelar,tech,2,0.010201416118541534
disciplina,tratar,tech,3,0.020402832237083064
discurso,frente,politic,3,0.07398203522467027
discurso,grupo,politic,2,0.045920884776933006
discurso,senalar,politic,1,0.017859734329195735
discusion,finalizar,tech,3,0.020402832237083064
discusion,nacional,politic,2,0.045920884776933006
discusion,openai,tech,2,0.010201416118541534
discusion,pensional,politic,2,0.045920884776933006
discusion,reforma,politic,3,0.07398203522467027
discusion,siguiente,politic,1,0.017859734329195735
discusion,uribe,politic,1,0.017859734329195735
discusion,verdaderamente,politic,3,0.07398203522467027
discutir,comentar,politic,1,0.017859734329195735
discutir,gobierno,politic,2,0.045920884776933006
discutir,proyecto,politic,3,0.07398203522467027
disease,determinar,tech,2,0.010201416118541534
disease,existir,tech,1,0.0
disease,persona,tech,3,0.020402832237083064
disenada,capturar,tech,3,0.020402832237083064
disenada,color,tech,1,0.0
disenada,comportamiento,tech,2,0.010201416118541534
disenada,detalle,tech,2,0.010201416118541534
disenada,guiar,tech,3,0.020402832237083064
disenada,modelo,tech,1,0.0
disenado,acceso,tech,1,0.0
disenado,alejar,tech,3,0.020402832237083064
disenado,aquel,tech,3,0.020402832237083064
disenado,cero,tech,3,0.020402832237083064
disenado,demandar,tech,2,0.010201416118541534
disenado,interactuar,tech,3,0.020402832237083064
disenado,internet,tech,2,0.010201416118541534
disenado,maximo,tech,1,0.0
disenado,oralmente,tech,2,0.010201416118541534
disenado,prometer,tech,2,0.010201416118541534
disenado,rendimiento,tech,1,0.0
disenado,smart,tech,3,0.020402832237083064
disenado,tvs,tech,2,0.010201416118541534
disenado,usuario,tech,1,0.0
disenar,comodidad,tech,2,0.010201416118541534
disenar,incluso,tech,1,0.0
disenar,lomo,tech,1,0.0
disenar,pensar,tech,3,0.020402832237083064
disenar,perro,tech,3,0.020402832237083064
disenar,preferencia,tech,2,0.010201416118541534
disenar,preservar,tech,3,0.020402832237083064
disenar,robot,tech,2,0.010201416118541534
disenar,usuario,tech,1,0.0
diseno,abultado,tech,3,0.020402832237083064
diseno,adicional,tech,2,0.010201416118541534
diseno,arte,tech,4,0.0306042483556246
diseno,calidad,tech,2,0.010201416118541534
diseno,camara,tech,1,0.0
diseno,campo,tech,2,0.010201416118541534
diseno,celular,tech,2,0.010201416118541534
diseno,chatgpt,tech,2,0.010201416118541534
diseno,comportamiento,tech,3,0.020402832237083064
diseno,cubierta,tech,1,0.0
diseno,dentro,tech,2,0.010201416118541534
diseno,destacar,tech,3,0.020402832237083064
diseno,emergente,tech,2,0.010201416118541534
diseno,entregar,tech,3,0.020402832237083064
diseno,espacio,tech,1,0.0
diseno,especifico,tech,2,0.010201416118541534
diseno,evidente,tech,3,0.020402832237083064
diseno,experiencia,tech,2,0.010201416118541534
diseno,familia,tech,1,0.0
diseno,fusion,tech,2,0.010201416118541534
diseno,geometria,tech,2,0.010201416118541534
diseno,guia,tech,1,0.0
diseno,incorporar,tech,3,0.020402832237083064
diseno,innovacion,tech,3,0.020402832237083064
diseno,inverso,tech,3,0.020402832237083064
diseno,limpio,tech,3,0.020402832237083064
diseno,mejor,tech,2,0.010201416118541534
diseno,necesidad,tech,2,0.010201416118541534
diseno,negligente,tech,3,0.020402832237083064
diseno,nuevo,tech,3,0.020402832237083064
diseno,objetivo,tech,3,0.020402832237083064
diseno,obra,tech,3,0.020402832237083064
diseno,plataforma,tech,3,0.020402832237083064
diseno,pregunta,tech,2,0.010201416118541534
diseno,prometer,tech,1,0.0
diseno,publicidad,tech,1,0.0
diseno,textura,tech,2,0.010201416118541534
disfrutar,alvaro,tech,1,0.0
disfrutar,amplio,tech,3,0.020402832237083064
disfrutar,archivo,tech,1,0.0
disfrutar,celular,tech,1,0.0
disfrutar,cualquiera,tech,3,0.020402832237083064
disfrutar,entretenimiento,tech,2,0.010201416118541534
disfrutar,espacio,tech,2,0.010201416118541534
disfrutar,experiencia,tech,6,0.051007080592707664
disfrutar,hogar,tech,1,0.0
disfrutar,integrado,tech,1,0.0
disfrutar,juego,tech,2,0.010201416118541534
disfrutar,lugar,tech,2,0.010201416118541534
disfrutar,maximo,tech,3,0.020402832237083064
disfrutar,optima,tech,2,0.010201416118541534
disfrutar,ra,tech,2,0.010201416118541534
disfrutar,rico,tech,1,0.0
disfrutar,sencillo,tech,2,0.010201416118541534
disfrutar,servicio,tech,3,0.020402832237083064
disfrutar,sistema,tech,3,0.020402832237083064
disfuncion,hepatico,tech,3,0.020402832237083064
disfuncion,infeccion,tech,2,0.010201416118541534
disgusto,cercano,politic,1,0.017859734329195735
disgusto,colectividad,politic,3,0.07398203522467027
disgusto,politico,politic,2,0.045920884776933006
disidencia,ivan,politic,3,0.07398203522467027
disidencia,mordisco,politic,2,0.045920884776933006
disidencia,resultado,politic,1,0.017859734329195735
disminucion,anterior,tech,1,0.0
disminucion,envio,tech,3,0.020402832237083064
disminucion,respecto,tech,2,0.010201416118541534
disparado,estancamiento,politic,2,0.045920884776933006
disparado,mitad,politic,3,0.07398203522467027
disparado,pib,politic,1,0.017859734329195735
dispersion,algoritmo,tech,3,0.020402832237083064
dispersion,holografia,tech,2,0.010201416118541534
dispersion,impulsado,tech,1,0.0
display,dinamicamente,tech,3,0.020402832237083064
display,modificar,tech,2,0.010201416118541534
display,temperatura,tech,1,0.0
disponer,procesador,tech,3,0.020402832237083064
disponer,s,tech,1,0.0
disponer,snapdragon,tech,2,0.010201416118541534
disponibilidad,almacenamiento,tech,3,0.020402832237083064
disponibilidad,galaxy,tech,3,0.020402832237083064
disponibilidad,mercado,tech,1,0.0
disponibilidad,s,tech,1,0.0
disponibilidad,tab,tech,2,0.010201416118541534
disponibilidad,variar,tech,2,0.010201416118541534
disposicion,adjunto,tech,1,0.0
disposicion,bandeja,tech,2,0.010201416118541534
disposicion,comunidad,tech,3,0.020402832237083064
disposicion,condicion,tech,3,0.020402832237083064
disposicion,espacio,tech,2,0.010201416118541534
disposicion,mapa,tech,1,0.0
disposicion,medica,tech,2,0.010201416118541534
disposicion,mundo,tech,1,0.0
disposicion,organizado,tech,3,0.020402832237083064
dispositivo,acceder,tech,1,0.0
dispositivo,ajustar,tech,3,0.020402832237083064
dispositivo,alejar,tech,2,0.010201416118541534
dispositivo,android,tech,5,0.040805664474166135
dispositivo,animacion,tech,4,0.0306042483556246
dispositivo,antiguo,tech,3,0.020402832237083064
dispositivo,apple,tech,3,0.020402832237083064
dispositivo,arcade,tech,1,0.0
dispositivo,asegurar,tech,3,0.020402832237083064
dispositivo,atra,tech,1,0.0
dispositivo,atribuir,tech,2,0.010201416118541534
dispositivo,ayudar,tech,3,0.020402832237083064
dispositivo,azul,tech,2,0.010201416118541534
dispositivo,bespoke,tech,2,0.010201416118541534
dispositivo,bond,tech,1,0.0
dispositivo,buceo,tech,1,0.0
dispositivo,celular,tech,3,0.020402832237083064
dispositivo,centrado,tech,3,0.020402832237083064
dispositivo,colombia,tech,3,0.020402832237083064
dispositivo,combinacion,tech,3,0.020402832237083064
dispositivo,complejo,tech,1,0.0
dispositivo,conectado,tech,3,0.020402832237083064
dispositivo,conexion,tech,3,0.020402832237083064
dispositivo,control,tech,1,0.0
dispositivo,cualquiera,tech,1,0.0
dispositivo,decada,tech,1,0.0
dispositivo,desacelerar,tech,2,0.010201416118541534
dispositivo,desactivar,tech,6,0.051007080592707664
dispositivo,disenado,tech,3,0.020402832237083064
dispositivo,dolar,tech,2,0.010201416118541534
dispositivo,domestico,tech,3,0.020402832237083064
dispositivo,eliminar,tech,1,0.0
dispositivo,estilo,tech,2,0.010201416118541534
dispositivo,finales,tech,2,0.010201416118541534
dispositivo,florida,tech,1,0.0
dispositivo,francois,tech,2,0.010201416118541534
dispositivo,funcionamiento,tech,1,0.0
dispositivo,funcionar,tech,2,0.010201416118541534
dispositivo,galaxy,tech,1,0.0
dispositivo,gama,tech,2,0.010201416118541534
dispositivo,gracia,tech,1,0.0
dispositivo,hdm,tech,2,0.010201416118541534
dispositivo,hogar,tech,2,0.010201416118541534
dispositivo,humano,tech,2,0.010201416118541534
dispositivo,iconico,tech,1,0.0
dispositivo,iluminacion,tech,2,0.010201416118541534
dispositivo,impresion,tech,3,0.020402832237083064
dispositivo,inconveniente,tech,2,0.010201416118541534
dispositivo,inteligente,tech,3,0.020402832237083064
dispositivo,interactuir,tech,2,0.010201416118541534
dispositivo,internet,tech,3,0.020402832237083064
dispositivo,ios,tech,1,0.0
dispositivo,jet,tech,1,0.0
dispositivo,laflamme,tech,1,0.0
dispositivo,llegar,tech,5,0.040805664474166135
dispositivo,llevar,tech,3,0.020402832237083064
dispositivo,lograr,tech,3,0.020402832237083064
dispositivo,luz,tech,3,0.020402832237083064
dispositivo,movil,tech,16,0.153021241778123
dispositivo,nokia,tech,3,0.020402832237083064
dispositivo,nuevo,tech,3,0.020402832237083064
dispositivo,objetivo,tech,3,0.020402832237083064
dispositivo,ofrecer,tech,3,0.020402832237083064
dispositivo,pais,tech,3,0.020402832237083064
dispositivo,pasar,tech,1,0.0
dispositivo,pase,tech,2,0.010201416118541534
dispositivo,plataforma,tech,2,0.010201416118541534
dispositivo,podia,tech,3,0.020402832237083064
dispositivo,podrar,tech,1,0.0
dispositivo,portal,tech,1,0.0
dispositivo,proceso,tech,1,0.0
dispositivo,proporcionar,tech,2,0.010201416118541534
dispositivo,quedar,tech,2,0.010201416118541534
dispositivo,ra,tech,3,0.020402832237083064
dispositivo,rapido,tech,1,0.0
dispositivo,recordado,tech,2,0.010201416118541534
dispositivo,relevante,tech,1,0.0
dispositivo,rendimiento,tech,1,0.0
dispositivo,resumio,tech,3,0.020402832237083064
dispositivo,revelo,tech,3,0.020402832237083064
dispositivo,samsung,tech,3,0.020402832237083064
dispositivo,sarah,tech,2,0.010201416118541534
dispositivo,seguir,tech,3,0.020402832237083064
dispositivo,separado,tech,3,0.020402832237083064
dispositivo,servicio,tech,3,0.020402832237083064
dispositivo,significar,tech,3,0.020402832237083064
dispositivo,sistema,tech,1,0.0
dispositivo,tecnologicamente,tech,2,0.010201416118541534
dispositivo,television,tech,2,0.010201416118541534
dispositivo,temperatura,tech,1,0.0
dispositivo,tomar,tech,3,0.020402832237083064
dispositivo,tono,tech,1,0.0
dispositivo,traer,tech,3,0.020402832237083064
dispositivo,tratar,tech,2,0.010201416118541534
dispositivo,ultima,tech,2,0.010201416118541534
dispositivo,unidad,tech,3,0.020402832237083064
dispositivo,usuario,tech,2,0.010201416118541534
